kode_kecamatan,kode_provinsi,kode_kabupaten,nama_kecamatan
"02","72","71","Palu Barat"
"03","72","71","Palu Selatan"
"04","72","71","Palu Utara"
"05","72","71","Ulujadi"
"06","72","71","Tatanga"
"07","72","71","Tawaeli"
"08","72","71","Mantikulore"
"01","73","01","Benteng"
"02","73","01","Bontoharu"
"03","73","01","Bontomatene"
"04","73","01","Bontomanai"
"05","73","01","Bontosikuyu"
"06","73","01","Pasimasunggu"
"07","73","01","Pasimarannu"
"08","73","01","Taka Bonerate"
"09","73","01","Pasilambena"
"10","73","01","Pasimasunggu Timur"
"11","73","01","Buki"
"01","73","02","Gantarang"
"02","73","02","Ujung Bulu"
"03","73","02","Bonto Bahari"
"04","73","02","Bonto Tiro"
"05","73","02","Herlang"
"06","73","02","Kajang"
"07","73","02","Bulukumpa"
"08","73","02","Kindang"
"09","73","02","Ujungloe"
"10","73","02","Rilauale"
"01","73","03","Bissappu"
"02","73","03","Bantaeng"
"03","73","03","Eremerasa"
"04","73","03","Tompo Bulu"
"05","73","03","Pajukukang"
"06","73","03","Uluere"
"07","73","03","Gantarang Keke"
"08","73","03","Sinoa"
"01","73","04","Bangkala"
"02","73","04","Tamalatea"
"03","73","04","Binamu"
"04","73","04","Batang"
"05","73","04","Kelara"
"06","73","04","Bangkala Barat"
"07","73","04","Bontoramba"
"08","73","04","Turatea"
"09","73","04","Arungkeke"
"10","73","04","Rumbia"
"11","73","04","Tarowang"
"01","73","05","Mappakasunggu"
"02","73","05","Mangarabombang"
"03","73","05","Polongbangkeng Selatan"
"04","73","05","Polongbangkeng Utara"
"05","73","05","Galesong Selatan"
"06","73","05","Galesong Utara"
"07","73","05","Pattallassang"
"08","73","05","Sanrobone"
"09","73","05","Galesong"
"10","73","05","Kepulauan Tanakeke"
"11","73","05","Polongbangkeng Timur"
"12","73","05","Laikang"
"01","73","06","Bontonompo"
"02","73","06","Bajeng"
"03","73","06","Tompobulu"
"04","73","06","Tinggimoncong"
"05","73","06","Parangloe"
"06","73","06","Bontomarannu"
"07","73","06","Pallangga"
"08","73","06","Somba Opu"
"09","73","06","Bungaya"
"10","73","06","Tombolopao"
"11","73","06","Biringbulu"
"12","73","06","Barombong"
"13","73","06","Pattallasang"
"14","73","06","Manuju"
"15","73","06","Bontolempangang"
"16","73","06","Bontonompo Selatan"
"17","73","06","Parigi"
"18","73","06","Bajeng Barat"
"01","73","07","Sinjai Barat"
"02","73","07","Sinjai Selatan"
"03","73","07","Sinjai Timur"
"04","73","07","Sinjai Tengah"
"05","73","07","Sinjai Utara"
"06","73","07","Bulupoddo"
"07","73","07","Sinjai Borong"
"08","73","07","Tellu Limpoe"
"09","73","07","Pulau Sembilan"
"01","73","08","Bontocani"
"02","73","08","Kahu"
"03","73","08","Kajuara"
"04","73","08","Salomekko"
"05","73","08","Tonra"
"06","73","08","Libureng"
"07","73","08","Mare"
"08","73","08","Sibulue"
"09","73","08","Barebbo"
"10","73","08","Cina"
"11","73","08","Ponre"
"12","73","08","Lappariaja"
"13","73","08","Lamuru"
"14","73","08","Ulaweng"
"15","73","08","Palakka"
"16","73","08","Awangpone"
"17","73","08","Tellu Siattinge"
"18","73","08","Ajangale"
"19","73","08","Dua Boccoe"
"20","73","08","Cenrana"
"21","73","08","Tanete Riattang"
"22","73","08","Tanete Riattang Barat"
"23","73","08","Tanete Riattang Timur"
"24","73","08","Amali"
"25","73","08","Tellulimpoe"
"26","73","08","Bengo"
"27","73","08","Patimpeng"
"01","73","09","Mandai"
"02","73","09","Camba"
"03","73","09","Bantimurung"
"04","73","09","Maros Baru"
"05","73","09","Bontoa"
"06","73","09","Malllawa"
"07","73","09","Tanralili"
"08","73","09","Marusu"
"09","73","09","Simbang"
"10","73","09","Cenrana"
"11","73","09","Tompobulu"
"12","73","09","Lau"
"13","73","09","Moncongloe"
"14","73","09","Turikale"
"01","73","10","Liukang Tangaya"
"02","73","10","Liukang Kalmas"
"03","73","10","Liukang Tupabbiring"
"04","73","10","Pangkajene"
"05","73","10","Balocci"
"06","73","10","Bungoro"
"07","73","10","Labakkang"
"08","73","10","Marang"
"09","73","10","Segeri"
"10","73","10","Minasate'ne"
"11","73","10","Mandalle"
"12","73","10","Tondong Tallasa"
"13","73","10","Liukang Tupabbiring Utara"
"01","73","11","Tanete Riaja"
"02","73","11","Tanete Rilau"
"03","73","11","Barru"
"04","73","11","Soppeng Riaja"
"05","73","11","Mallusetasi"
"06","73","11","Pujananting"
"07","73","11","Balusu"
"01","73","12","Marioriwawo"
"02","73","12","Liliriaja"
"03","73","12","Lilirilau"
"04","73","12","Lalabata"
"05","73","12","Marioriawa"
"06","73","12","Donri-Donri"
"07","73","12","Ganra"
"08","73","12","Citta"
"01","73","13","Sabangparu"
"02","73","13","Pammana"
"03","73","13","Takkalalla"
"04","73","13","Sajoanging"
"05","73","13","Majauleng"
"06","73","13","Tempe"
"07","73","13","Belawa"
"08","73","13","Tanasitolo"
"09","73","13","Maniangpajo"
"10","73","13","Pitumpanua"
"11","73","13","Bola"
"12","73","13","Penrang"
"13","73","13","Gilireng"
"14","73","13","Keera"
"01","73","14","Panca Lautang"
"02","73","14","Tellu Limpoe"
"03","73","14","Watang Pulu"
"04","73","14","Baranti"
"05","73","14","Panca Rijang"
"06","73","14","Kulo"
"07","73","14","Maritengngae"
"08","73","14","Watang Sidenreng"
"09","73","14","Dua Pitue"
"10","73","14","Pitu Riawa"
"11","73","14","Pitu Riase"
"01","73","15","Mattiro Sompe"
"02","73","15","Suppa"
"03","73","15","Mattiro Bulu"
"04","73","15","Watang Sawitto"
"05","73","15","Patampanua"
"06","73","15","Duampanua"
"07","73","15","Lembang"
"08","73","15","Cempa"
"09","73","15","Tiroang"
"10","73","15","Lanrisang"
"11","73","15","Paleteang"
"12","73","15","Batulappa"
"01","73","16","Maiwa"
"02","73","16","Enrekang"
"03","73","16","Baraka"
"04","73","16","Anggeraja"
"05","73","16","Alla"
"06","73","16","Bungin"
"07","73","16","Cendana"
"08","73","16","Curio"
"09","73","16","Malua"
"10","73","16","Buntu Batu"
"11","73","16","Masalle"
"12","73","16","Baroko"
"01","73","17","Basse Sangtempe"
"02","73","17","Larompong"
"03","73","17","Suli"
"04","73","17","Bajo"
"05","73","17","Bua Ponrang"
"06","73","17","Walenrang"
"07","73","17","Belopa"
"08","73","17","Bua"
"09","73","17","Lamasi"
"10","73","17","Larompong Selatan"
"11","73","17","Ponrang"
"12","73","17","Latimojong"
"13","73","17","Kamanre"
"14","73","17","Belopa Utara"
"15","73","17","Walenrang Barat"
"16","73","17","Walenrang Utara"
"17","73","17","Walenrang Timur"
"18","73","17","Lamasi Timur"
"19","73","17","Suli Barat"
"20","73","17","Bajo Barat"
"21","73","17","Ponrang Selatan"
"22","73","17","Basse Sangtempe Utara"
"01","73","18","Salupputti"
"02","73","18","Bittuang"
"03","73","18","Bonggakaradeng"
"05","73","18","Makale"
"09","73","18","Simbuang"
"11","73","18","Rantetayo"
"12","73","18","Mengkendek"
"13","73","18","Sangalla'"
"19","73","18","Gandangbatu Sillanan"
"20","73","18","Rembon"
"27","73","18","Makale Utara"
"28","73","18","Mappak"
"29","73","18","Makale Selatan"
"31","73","18","Masanda"
"33","73","18","Sangalla' Selatan"
"34","73","18","Sangalla' Utara"
"35","73","18","Malimbong Balepe'"
"37","73","18","Rano"
"38","73","18","Kurra"
"01","73","22","Malangke"
"02","73","22","Bone Bone"
"03","73","22","Masamba"
"04","73","22","Sabbang"
"05","73","22","Rongkong"
"06","73","22","Sukamaju"
"07","73","22","Seko"
"08","73","22","Malangke Barat"
"09","73","22","Rampi"
"10","73","22","Mappedeceng"
"11","73","22","Baebunta"
"12","73","22","Tana Lili"
"13","73","22","Sukamaju Selatan"
"14","73","22","Baebunta Selatan"
"15","73","22","Sabbang Selatan"
"01","73","24","Mangkutana"
"02","73","24","Nuha"
"03","73","24","Towuti"
"04","73","24","Malili"
"05","73","24","Angkona"
"06","73","24","Wotu"
"07","73","24","Burau"
"08","73","24","Tomoni"
"09","73","24","Tomoni Timur"
"10","73","24","Kalaena"
"11","73","24","Wasuponda"
"01","73","26","Rantepao"
"02","73","26","Sesean"
"03","73","26","Nanggala"
"04","73","26","Rindingallo"
"05","73","26","Buntao"
"06","73","26","Sa'dan"
"07","73","26","Sanggalangi"
"08","73","26","Sopai"
"09","73","26","Tikala"
"10","73","26","Balusu"
"11","73","26","Tallunglipu"
"12","73","26","Dende' Piongan Napo"
"13","73","26","Buntu Pepasan"
"14","73","26","Baruppu"
"15","73","26","Kesu"
"16","73","26","Tondon"
"17","73","26","Bangkelekila"
"18","73","26","Rantebua"
"19","73","26","Sesean Suloara"
"20","73","26","Kapala Pitu"
"21","73","26","Awan Rante Karua"
"01","73","71","Mariso"
"02","73","71","Mamajang"
"03","73","71","Makassar"
"04","73","71","Ujung Pandang"
"05","73","71","Wajo"
"06","73","71","Bontoala"
"07","73","71","Tallo"
"08","73","71","Ujung Tanah"
"09","73","71","Panakkukang"
"10","73","71","Tamalate"
"11","73","71","Biringkanaya"
"12","73","71","Manggala"
"13","73","71","Rappocini"
"14","73","71","Tamalanrea"
"15","73","71","Kepulauan Sangkarrang"
"01","73","72","Bacukiki"
"02","73","72","Ujung"
"03","73","72","Soreang"
"04","73","72","Bacukiki Barat"
"01","73","73","Wara"
"02","73","73","Wara Utara"
"03","73","73","Wara Selatan"
"04","73","73","Telluwanua"
"05","73","73","Wara Timur"
"06","73","73","Wara Barat"
"07","73","73","Sendana"
"08","73","73","Mungkajang"
"09","73","73","Bara"
"01","74","01","Wundulako"
"04","74","01","Kolaka"
"07","74","01","Pomalaa"
"08","74","01","Watubangga"
"10","74","01","Wolo"
"12","74","01","Baula"
"14","74","01","Latambaga"
"18","74","01","Tanggetada"
"20","74","01","Samaturu"
"24","74","01","Toari"
"25","74","01","Polinggona"
"27","74","01","Iwoimendaa"
"01","74","02","Lambuya"
"02","74","02","Unaaha"
"03","74","02","Wawotobi"
"04","74","02","Pondidaha"
"05","74","02","Sampara"
"10","74","02","Abuki"
"11","74","02","Soropia"
"15","74","02","Tongauna"
"16","74","02","Latoma"
"17","74","02","Puriala"
"18","74","02","Uepai"
"19","74","02","Wonggeduku"
"20","74","02","Besulutu"
"21","74","02","Bondoala"
"23","74","02","Routa"
"24","74","02","Anggaberi"
"25","74","02","Meluhu"
"28","74","02","Amonggedo"
"31","74","02","Asinua"
"32","74","02","Konawe"
"33","74","02","Kapoiala"
"36","74","02","Lalonggasumeeto"
"37","74","02","Onembute"
"38","74","02","Padangguni"
"39","74","02","Morosi"
"40","74","02","Anggalomoare"
"41","74","02","Wonggeduku Barat"
"42","74","02","Tongauna Utara"
"06","74","03","Napabalano"
"07","74","03","Maligano"
"13","74","03","Wakorumba Selatan"
"14","74","03","Lasalepa"
"15","74","03","Batalaiworu"
"16","74","03","Katobu"
"17","74","03","Duruka"
"18","74","03","Lohia"
"19","74","03","Watopute"
"20","74","03","Kontunaga"
"23","74","03","Kabangka"
"24","74","03","Kabawo"
"25","74","03","Parigi"
"26","74","03","Bone"
"27","74","03","Tongkuno"
"28","74","03","Pasir Putih"
"30","74","03","Kontu Kowuna"
"31","74","03","Marobo"
"32","74","03","Tongkuno Selatan"
"33","74","03","Pasi Kolaga"
"34","74","03","Batukara"
"37","74","03","Towea"
"11","74","04","Pasarwajo"
"22","74","04","Kapontori"
"23","74","04","Lasalimu"
"24","74","04","Lasalimu Selatan"
"27","74","04","Siotapina"
"28","74","04","Wolowa"
"29","74","04","Wabula"
"01","74","05","Tinanggea"
"02","74","05","Angata"
"03","74","05","Andoolo"
"04","74","05","Palangga"
"05","74","05","Landono"
"06","74","05","Lainea"
"07","74","05","Konda"
"08","74","05","Ranomeeto"
"09","74","05","Kolono"
"10","74","05","Moramo"
"11","74","05","Laonti"
"12","74","05","Lalembuu"
"13","74","05","Benua"
"14","74","05","Palangga Selatan"
"15","74","05","Mowila"
"16","74","05","Moramo Utara"
"17","74","05","Buke"
"18","74","05","Wolasi"
"19","74","05","Laeya"
"20","74","05","Baito"
"21","74","05","Basala"
"22","74","05","Ranomeeto Barat"
"23","74","05","Kolono Timur"
"24","74","05","Sabulakoa"
"25","74","05","Andoolo Barat"
"01","74","06","Poleang"
"02","74","06","Poleang Timur"
"03","74","06","Rarowatu"
"04","74","06","Rumbia"
"05","74","06","Kabaena"
"06","74","06","Kabaena Timur"
"07","74","06","Poleang Barat"
"08","74","06","Mata Oleo"
"09","74","06","Rarowatu Utara"
"10","74","06","Poleang Utara"
"11","74","06","Poleang Selatan"
"12","74","06","Poleang Tenggara"
"13","74","06","Kabaena Selatan"
"14","74","06","Kabaena Barat"
"15","74","06","Kabaena Utara"
"16","74","06","Kabaena Tengah"
"17","74","06","Kep. Masaloka Raya"
"18","74","06","Rumbia Tengah"
"19","74","06","Poleang Tengah"
"20","74","06","Tontonunu"
"21","74","06","Lantari Jaya"
"22","74","06","Mata Usu"
"01","74","07","Wangi-Wangi"
"02","74","07","Kaledupa"
"03","74","07","Tomia"
"04","74","07","Binongko"
"05","74","07","Wangi Wangi Selatan"
"06","74","07","Kaledupa Selatan"
"07","74","07","Tomia Timur"
"08","74","07","Togo Binongko"
"01","74","08","Lasusua"
"02","74","08","Pakue"
"03","74","08","Batu Putih"
"04","74","08","Rante Angin"
"05","74","08","Kodeoha"
"06","74","08","Ngapa"
"07","74","08","Wawo"
"08","74","08","Lambai"
"09","74","08","Watunohu"
"10","74","08","Pakue Tengah"
"11","74","08","Pakue Utara"
"12","74","08","Porehu"
"13","74","08","Katoi"
"14","74","08","Tiwu"
"15","74","08","Tolala"
"01","74","09","Asera"
"02","74","09","Wiwirano"
"03","74","09","Langgikima"
"04","74","09","Molawe"
"05","74","09","Lasolo"
"06","74","09","Lembo"
"07","74","09","Sawa"
"08","74","09","Oheo"
"09","74","09","Andowia"
"10","74","09","Motui"
"11","74","09","Wawolesea"
"12","74","09","Lasolo Kepulauan"
"13","74","09","Landawe"
"01","74","10","Kulisusu"
"02","74","10","Kambowa"
"03","74","10","Bonegunu"
"04","74","10","Kulisusu Barat"
"05","74","10","Kulisusu Utara"
"06","74","10","Wakorumba Utara"
"01","74","11","Tirawuta"
"02","74","11","Loea"
"03","74","11","Ladongi"
"04","74","11","Poli Polia"
"05","74","11","Lambandia"
"06","74","11","Lalolae"
"07","74","11","Mowewe"
"08","74","11","Uluiwoi"
"09","74","11","Tinondo"
"10","74","11","Aere"
"11","74","11","Ueesi"
"12","74","11","Dangia"
"01","74","12","Wawonii Barat"
"02","74","12","Wawonii Utara"
"03","74","12","Wawonii Timur Laut"
"04","74","12","Wawonii Timur"
"05","74","12","Wawonii Tenggara"
"06","74","12","Wawonii Selatan"
"07","74","12","Wawonii Tengah"
"01","74","13","Sawerigadi"
"02","74","13","Barangka"
"03","74","13","Lawa"
"04","74","13","Wadaga"
"05","74","13","Tiworo Selatan"
"06","74","13","Maginti"
"07","74","13","Tiworo Tengah"
"08","74","13","Tiworo Utara"
"09","74","13","Tiworo Kepulauan"
"10","74","13","Kusambi"
"11","74","13","Napano Kusambi"
"01","74","14","Lakudo"
"02","74","14","Mawasangka Timur"
"03","74","14","Mawasangka Tengah"
"04","74","14","Mawasangka"
"05","74","14","Talaga Raya"
"06","74","14","Gu"
"07","74","14","Sangia Wambulu"
"01","74","15","Batauga"
"02","74","15","Sampolawa"
"03","74","15","Lapandewa"
"04","74","15","Batu Atas"
"05","74","15","Siompu Barat"
"06","74","15","Siompu"
"07","74","15","Kadatua"
"01","74","71","Mandonga"
"02","74","71","Kendari"
"03","74","71","Baruga"
"04","74","71","Poasia"
"05","74","71","Kendari Barat"
"06","74","71","Abeli"
"07","74","71","Wua-Wua"
"08","74","71","Kadia"
"09","74","71","Puuwatu"
"10","74","71","Kambu"
"11","74","71","Nambo"
"01","74","72","Betoambari"
"02","74","72","Wolio"
"03","74","72","Sorawolio"
"04","74","72","Bungi"
"05","74","72","Kokalukuna"
"06","74","72","Murhum"
"07","74","72","Lea-Lea"
"08","74","72","Batupoaro"
"01","75","01","Limboto"
"02","75","01","Telaga"
"03","75","01","Batudaa"
"04","75","01","Tibawa"
"05","75","01","Batudaa Pantai"
"09","75","01","Boliyohuto"
"10","75","01","Telaga Biru"
"11","75","01","Bongomeme"
"13","75","01","Tolangohula"
"14","75","01","Mootilango"
"16","75","01","Pulubala"
"17","75","01","Limboto Barat"
"18","75","01","Tilango"
"19","75","01","Tabongo"
"20","75","01","Biluhu"
"21","75","01","Asparaga"
"22","75","01","Talaga Jaya"
"23","75","01","Bilato"
"24","75","01","Dungaliyo"
"01","75","02","Paguyaman"
"02","75","02","Wonosari"
"03","75","02","Dulupi"
"04","75","02","Tilamuta"
"05","75","02","Mananggu"
"06","75","02","Botumoito"
"07","75","02","Paguyaman Pantai"
"01","75","03","Tapa"
"02","75","03","Kabila"
"03","75","03","Suwawa"
"04","75","03","Bonepantai"
"05","75","03","Bulango Utara"
"06","75","03","Tilongkabila"
"07","75","03","Botupingge"
"08","75","03","Kabila Bone"
"09","75","03","Bone"
"10","75","03","Bone Raya"
"11","75","03","Suwawa Timur"
"12","75","03","Suwawa Selatan"
"13","75","03","Suwawa Tengah"
"14","75","03","Bulango Ulu"
"15","75","03","Bulango Selatan"
"16","75","03","Bulango Timur"
"17","75","03","Bulawa"
"18","75","03","Pinogu"
"01","75","04","Popayato"
"02","75","04","Lemito"
"03","75","04","Randangan"
"04","75","04","Marisa"
"05","75","04","Paguat"
"06","75","04","Patilanggio"
"07","75","04","Taluditi"
"08","75","04","Dengilo"
"09","75","04","Buntulia"
"10","75","04","Duhiadaa"
"11","75","04","Wanggarasi"
"12","75","04","Popayato Timur"
"13","75","04","Popayato Barat"
"01","75","05","Atinggola"
"02","75","05","Kwandang"
"03","75","05","Anggrek"
"04","75","05","Sumalata"
"05","75","05","Tolinggula"
"06","75","05","Gentuma Raya"
"07","75","05","Tomilito"
"08","75","05","Ponelo Kepulauan"
"09","75","05","Monano"
"10","75","05","Biau"
"11","75","05","Sumalata Timur"
"01","75","71","Kota Barat"
"02","75","71","Kota Selatan"
"03","75","71","Kota Utara"
"04","75","71","Dungingi"
"05","75","71","Kota Timur"
"06","75","71","Kota Tengah"
"07","75","71","Sipatana"
"08","75","71","Dumbo Raya"
"09","75","71","Hulonthalangi"
"01","76","01","Bambalamotu"
"02","76","01","Pasangkayu"
"03","76","01","Baras"
"04","76","01","Sarudu"
"05","76","01","Dapurang"
"06","76","01","Duripoku"
"07","76","01","Bulu Taba"
"08","76","01","Tikke Raya"
"09","76","01","Pedongga"
"10","76","01","Bambaira"
"11","76","01","Sarjo"
"12","76","01","Lariang"
"01","76","02","Mamuju"
"02","76","02","Tapalang"
"03","76","02","Kalukku"
"04","76","02","Kalumpang"
"07","76","02","Papalang"
"08","76","02","Sampaga"
"11","76","02","Tommo"
"12","76","02","Simboro"
"13","76","02","Tapalang Barat"
"15","76","02","Bonehau"
"16","76","02","Kepulauan Bala Balakang"
"01","76","03","Mambi"
"02","76","03","Aralle"
"03","76","03","Mamasa"
"04","76","03","Pana"
"05","76","03","Tabulahan"
"06","76","03","Sumarorong"
"07","76","03","Messawa"
"08","76","03","Sesenapadang"
"09","76","03","Tanduk Kalua"
"10","76","03","Tabang"
"11","76","03","Bambang"
"12","76","03","Balla"
"13","76","03","Nosu"
"14","76","03","Tawalian"
"15","76","03","Rantebulahan Timur"
"16","76","03","Buntumalangka"
"17","76","03","Mehalaan"
"01","76","04","Tinambung"
"02","76","04","Campalagian"
"03","76","04","Wonomulyo"
"04","76","04","Polewali"
"05","76","04","Tutar"
"06","76","04","Binuang"
"07","76","04","Tapango"
"08","76","04","Mapilli"
"09","76","04","Matangnga"
"10","76","04","Luyo"
"11","76","04","Limboro"
"12","76","04","Balanipa"
"13","76","04","Anreapi"
"14","76","04","Matakali"
"15","76","04","Allu"
"16","76","04","Bulo"
"01","76","05","Banggae"
"02","76","05","Pamboang"
"03","76","05","Sendana"
"04","76","05","Malunda"
"05","76","05","Ulumanda"
"06","76","05","Tammerodo Sendana"
"07","76","05","Tubo Sendana"
"08","76","05","Banggae Timur"
"01","76","06","Tobadak"
"02","76","06","Pangale"
"03","76","06","Budong-Budong"
"04","76","06","Topoyo"
"05","76","06","Karossa"
"01","81","01","Amahai"
"02","81","01","Teon Nila Serua"
"06","81","01","Seram Utara"
"09","81","01","Banda"
"11","81","01","Tehoru"
"12","81","01","Saparua"
"13","81","01","Pulau Haruku"
"14","81","01","Salahutu"
"15","81","01","Leihitu"
"16","81","01","Nusa Laut"
"17","81","01","Kota Masohi"
"20","81","01","Seram Utara Barat"
"21","81","01","Teluk Elpaputih"
"22","81","01","Leihitu Barat"
"23","81","01","Telutih"
"24","81","01","Seram Utara Timur Seti"
"25","81","01","Seram Utara Timur Kobi"
"26","81","01","Saparua Timur"
"01","81","02","Kei Kecil"
"03","81","02","Kei Besar"
"04","81","02","Kei Besar Selatan"
"05","81","02","Kei Besar Utara Timur"
"13","81","02","Kei Kecil Timur"
"14","81","02","Kei Kecil Barat"
"15","81","02","Manyeuw"
"16","81","02","Hoat Sorbay"
"17","81","02","Kei Besar Utara Barat"
"18","81","02","Kei Besar Selatan Barat"
"19","81","02","Kei Kecil Timur Selatan"
"01","81","03","Tanimbar Selatan"
"02","81","03","Selaru"
"03","81","03","Wertamrian"
"04","81","03","Wermaktian"
"05","81","03","Tanimbar Utara"
"06","81","03","Fordata"
"07","81","03","Wuar Labobar"
"08","81","03","Kormomolin"
"09","81","03","Nirunmas"
"18","81","03","Molu Maru"
"01","81","04","Namlea"
"02","81","04","Air Buaya"
"03","81","04","Waeapo"
"06","81","04","Waplau"
"10","81","04","Batabual"
"11","81","04","Lolong Guba"
"12","81","04","Waelata"
"13","81","04","Fena Leisela"
"14","81","04","Teluk Kaiely"
"15","81","04","Lilialy"
"01","81","05","Bula"
"02","81","05","Seram Timur"
"03","81","05","Werinama"
"04","81","05","Pulau Gorom"
"05","81","05","Wakate"
"06","81","05","Tutuk Tolu"
"07","81","05","Siwalalat"
"08","81","05","Kilmury"
"09","81","05","Pulau Panjang"
"10","81","05","Teor"
"11","81","05","Gorom Timur"
"12","81","05","Bula Barat"
"13","81","05","Kian Darat"
"14","81","05","Siritaun Wida Timur"
"15","81","05","Teluk Waru"
"16","81","05","Ukar Sengan"
"01","81","06","Kairatu"
"02","81","06","Seram Barat"
"03","81","06","Taniwel"
"04","81","06","Huamual Belakang"
"05","81","06","Amalatu"
"06","81","06","Inamosol"
"07","81","06","Kairatu Barat"
"08","81","06","Huamual"
"09","81","06","Kepulauan Manipa"
"10","81","06","Taniwel Timur"
"11","81","06","Elpaputih"
"01","81","07","Pulau-Pulau Aru"
"02","81","07","Aru Selatan"
"03","81","07","Aru Tengah"
"04","81","07","Aru Utara"
"05","81","07","Aru Utara Timur Batuley"
"06","81","07","Sir-Sir"
"07","81","07","Aru Tengah Timur"
"08","81","07","Aru Tengah Selatan"
"09","81","07","Aru Selatan Timur"
"10","81","07","Aru Selatan Utara"
"01","81","08","Moa"
"02","81","08","Damer"
"03","81","08","Kepulauan Luang Sermata"
"04","81","08","Babar Barat"
"05","81","08","Pulau-pulau Babar Timur"
"06","81","08","Wetar Selatan"
"07","81","08","Kisar Selatan"
"08","81","08","Pulau Leti"
"09","81","08","Pulau Masela"
"10","81","08","Dawelor Dawera"
"11","81","08","Pulau Wetang"
"12","81","08","Pulau Lakor"
"13","81","08","Wetar Utara"
"14","81","08","Wetar Barat"
"15","81","08","Wetar Timur"
"16","81","08","Kepulauan Roma"
"17","81","08","Kisar Utara"
"01","81","09","Namrole"
"02","81","09","Waesama"
"03","81","09","Ambalau"
"04","81","09","Kepala Madan"
"05","81","09","Leksula"
"06","81","09","Fena Fafan"
"01","81","71","Nusaniwe"
"02","81","71","Sirimau"
"03","81","71","Baguala"
"04","81","71","Teluk Ambon"
"05","81","71","Leitimur Selatan"
"01","81","72","Pulau Dullah Utara"
"02","81","72","Pulau Dullah Selatan"
"03","81","72","Tayando Tam"
"04","81","72","Pulau-Pulau Kur"
"05","81","72","Kur Selatan"
"01","82","01","Jailolo"
"02","82","01","Loloda"
"03","82","01","Ibu"
"04","82","01","Sahu"
"05","82","01","Jailolo Selatan"
"07","82","01","Ibu Utara"
"08","82","01","Ibu Selatan"
"09","82","01","Sahu Timur"
"10","82","01","Loloda Tengah"
"01","82","02","Weda"
"02","82","02","Patani"
"03","82","02","Pulau Gebe"
"04","82","02","Weda Utara"
"05","82","02","Weda Selatan"
"06","82","02","Patani Utara"
"07","82","02","Weda Tengah"
"08","82","02","Patani Barat"
"09","82","02","Weda Timur"
"10","82","02","Patani Timur"
"04","82","03","Galela"
"05","82","03","Tobelo"
"06","82","03","Tobelo Selatan"
"07","82","03","Kao"
"08","82","03","Malifut"
"09","82","03","Loloda Utara"
"10","82","03","Tobelo Utara"
"11","82","03","Tobelo Tengah"
"12","82","03","Tobelo Timur"
"13","82","03","Tobelo Barat"
"14","82","03","Galela Barat"
"15","82","03","Galela Utara"
"16","82","03","Galela Selatan"
"19","82","03","Loloda Kepulauan"
"20","82","03","Kao Utara"
"21","82","03","Kao Barat"
"22","82","03","Kao Teluk"
"01","82","04","Pulau Makian"
"02","82","04","Kayoa"
"03","82","04","Gane Timur"
"04","82","04","Gane Barat"
"05","82","04","Obi Selatan"
"06","82","04","Obi"
"07","82","04","Bacan Timur"
"08","82","04","Bacan"
"09","82","04","Bacan Barat"
"10","82","04","Makian Barat"
"11","82","04","Kayoa Barat"
"12","82","04","Kayoa Selatan"
"13","82","04","Kayoa Utara"
"14","82","04","Bacan Barat Utara"
"15","82","04","Kasiruta Barat"
"16","82","04","Kasiruta Timur"
"17","82","04","Bacan Selatan"
"18","82","04","Kepulauan Botanglomang"
"19","82","04","Mandioli Selatan"
"20","82","04","Mandioli Utara"
"21","82","04","Bacan Timur Selatan"
"22","82","04","Bacan Timur Tengah"
"23","82","04","Gane Barat Selatan"
"24","82","04","Gane Barat Utara"
"25","82","04","Kepulauan Joronga"
"26","82","04","Gane Timur Selatan"
"27","82","04","Gane Timur Tengah"
"28","82","04","Obi Barat"
"29","82","04","Obi Timur"
"30","82","04","Obi Utara"
"01","82","05","Mangoli Timur"
"02","82","05","Sanana"
"03","82","05","Sulabesi Barat"
"06","82","05","Mangoli Barat"
"07","82","05","Sulabesi Tengah"
"08","82","05","Sulabesi Timur"
"09","82","05","Sulabesi Selatan"
"10","82","05","Mangoli Utara Timur"
"11","82","05","Mangoli Tengah"
"12","82","05","Mangoli Selatan"
"13","82","05","Mangoli Utara"
"18","82","05","Sanana Utara"
"01","82","06","Wasile"
"02","82","06","Maba"
"03","82","06","Maba Selatan"
"04","82","06","Wasile Selatan"
"05","82","06","Wasile Tengah"
"06","82","06","Wasile Utara"
"07","82","06","Wasile Timur"
"08","82","06","Maba Tengah"
"09","82","06","Maba Utara"
"10","82","06","Kota Maba"
"01","82","07","Morotai Selatan"
"02","82","07","Morotai Selatan Barat"
"03","82","07","Morotai Jaya"
"04","82","07","Morotai Utara"
"05","82","07","Morotai Timur"
"06","82","07","Pulau Rao"
"01","82","08","Taliabu Barat"
"02","82","08","Taliabu Barat Laut"
"03","82","08","Lede"
"04","82","08","Taliabu Utara"
"05","82","08","Taliabu Timur"
"06","82","08","Taliabu Timur Selatan"
"07","82","08","Taliabu Selatan"
"08","82","08","Tabona"
"01","82","71","Pulau Ternate"
"02","82","71","Kota Ternate Selatan"
"03","82","71","Kota Ternate Utara"
"04","82","71","Moti"
"05","82","71","Pulau Batang Dua"
"06","82","71","Kota Ternate Tengah"
"07","82","71","Pulau Hiri"
"08","82","71","Ternate Barat"
"01","82","72","Tidore"
"02","82","72","Oba Utara"
